User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000393,P798085,M,55+,9,B,3,0,19,,,3293
1000042,P669318,M,0-17,3,B,2,1,10,3.0,,18360
1000399,P936175,M,0-17,19,A,4+,0,2,,14.0,3944
1000050,P190220,F,18-25,5,A,2,1,11,,,4951
1000025,P620569,M,46-50,1,C,4+,1,8,1.0,,11820
1000246,P953535,F,46-50,0,B,3,1,12,,,5387
1000796,P188033,M,26-35,10,C,1,1,4,,,17871
1000769,P175215,M,18-25,2,C,3,0,1,,,15738
1000165,P622453,M,26-35,15,C,1,0,15,8.0,,14376
1000588,P171960,M,55+,14,B,2,0,18,14.0,,10652
1000320,P778462,F,0-17,13,B,4+,0,8,,,16536
1000291,P168464,F,36-45,2,C,2,1,9,19.0,3.0,13865
1000725,P202337,F,18-25,4,A,3,1,4,16.0,7.0,1727
1000952,P827009,F,51-55,13,B,3,1,11,,1.0,6002
1000597,P852730,F,55+,5,B,0,0,4,13.0,,13927
1000958,P113472,F,55+,16,B,1,1,8,,,7794
1000921,P103236,F,51-55,1,C,3,0,2,18.0,14.0,1387
1000748,P540233,M,26-35,18,A,1,0,13,1.0,1.0,12043
1000424,P173658,F,51-55,20,A,2,1,10,16.0,,4097
1000162,P834557,F,0-17,6,B,0,0,20,2.0,5.0,17065
1000424,P810290,M,51-55,19,A,3,1,16,,20.0,15684
1000737,P449436,M,36-45,7,A,4+,1,11,9.0,,12245
1000891,P767686,F,55+,20,C,3,0,12,,,6300
1000763,P332421,F,46-50,1,A,2,1,19,,18.0,11641
1000600,P866981,M,46-50,11,B,2,1,3,19.0,3.0,7560
1000790,P310517,M,46-50,18,C,2,0,3,7.0,12.0,10934
1000679,P820439,M,36-45,3,A,3,0,19,,9.0,6524
1000403,P435662,M,0-17,0,C,4+,0,5,1.0,4.0,13793
1000723,P878514,F,26-35,11,C,0,0,5,,,1731
1000142,P540740,F,36-45,17,A,4+,0,2,,15.0,509
1000717,P733902,F,0-17,9,C,4+,1,10,3.0,,16336
1000549,P265369,M,36-45,20,A,3,1,17,12.0,,14616
1000603,P883495,M,46-50,4,A,4+,1,16,,10.0,17986
1000860,P679403,F,36-45,12,C,4+,0,10,,,6378
1000074,P141805,M,0-17,13,A,0,0,13,,13.0,8034
1000142,P547543,F,55+,7,B,3,1,10,7.0,,1986
1000660,P634144,F,26-35,19,C,3,1,5,19.0,,15517
1000248,P319484,M,36-45,20,C,4+,0,13,,,13790
1000331,P582716,F,18-25,6,A,3,1,16,,17.0,6968
1000306,P866863,M,55+,0,A,0,1,1,12.0,,19594
1000260,P466295,F,36-45,15,A,3,0,14,4.0,8.0,16618
1000859,P149795,M,18-25,9,A,3,0,10,13.0,,3784
1000259,P291474,M,0-17,14,A,4+,0,14,3.0,8.0,6102
1000236,P796822,M,51-55,7,C,2,0,4,,,3281
1000358,P839917,F,51-55,18,C,4+,0,5,1.0,,9688
1000059,P602465,F,36-45,4,B,4+,0,8,1.0,,18011
1000770,P923330,F,26-35,19,A,1,1,11,,,5662
1000659,P928151,F,51-55,5,C,3,0,3,11.0,2.0,10097
1000487,P157314,M,55+,14,A,4+,1,5,,7.0,9427
1000471,P344717,M,18-25,1,B,1,0,5,17.0,,11831
1000075,P802902,M,18-25,0,A,3,1,3,,,12367
1000446,P473309,F,0-17,8,C,0,0,12,,20.0,12359
1000600,P495217,M,51-55,19,A,3,1,9,,11.0,7995
1000602,P381204,F,55+,8,B,2,0,15,11.0,1.0,18305
1000861,P150739,F,46-50,15,B,1,0,17,,,9433
1000736,P152641,F,51-55,17,A,1,0,16,11.0,,9667
1000309,P457270,F,0-17,16,B,3,1,13,2.0,14.0,14197
1000427,P638293,F,26-35,3,A,3,1,10,7.0,12.0,11352
1000251,P863596,F,51-55,14,A,2,0,10,6.0,7.0,9156
1000717,P242189,F,0-17,8,B,4+,1,12,,18.0,13862
1000746,P772557,M,51-55,18,B,3,0,19,,7.0,533
1000544,P467703,F,51-55,16,C,3,0,17,13.0,19.0,4904
1000760,P877404,M,26-35,5,C,4+,1,6,1.0,10.0,19611
1000189,P916425,M,0-17,14,B,1,0,12,13.0,,16232
1000686,P104141,M,18-25,16,C,1,1,2,,19.0,12692
1000427,P318968,F,0-17,4,A,4+,0,5,13.0,,3459
1000032,P230294,F,51-55,2,B,3,1,20,15.0,15.0,7970
1000580,P379923,F,46-50,17,A,0,1,2,,11.0,7553
1000423,P445054,F,55+,17,C,3,1,8,14.0,15.0,15972
1000430,P105973,M,51-55,1,C,0,1,7,11.0,,2180
1000213,P990600,M,18-25,12,B,0,1,14,,13.0,8371
1000738,P516859,M,18-25,17,A,2,0,10,18.0,,3355
1000293,P154258,F,0-17,10,B,4+,0,9,,,2699
1000927,P280483,M,51-55,16,B,2,0,5,,4.0,15995
1001000,P976387,M,0-17,2,C,4+,1,16,15.0,10.0,19305
1000107,P796169,F,18-25,10,A,4+,0,20,1.0,,17575
1000417,P724392,F,18-25,17,B,4+,1,11,8.0,5.0,16225
1000613,P457949,F,36-45,19,C,0,0,18,8.0,4.0,4196
1000504,P404909,M,36-45,5,C,1,0,14,5.0,19.0,7088
1000479,P418551,M,26-35,20,B,4+,0,18,,3.0,6729
1000681,P644703,M,0-17,4,B,3,1,3,,1.0,8954
1000677,P782244,F,46-50,14,C,0,0,10,2.0,,1628
1000429,P136124,M,0-17,19,C,1,1,19,,,6079
1000763,P363793,F,0-17,20,B,3,0,20,12.0,,12386
1000642,P394839,F,51-55,12,A,0,1,16,3.0,,17459
1000988,P891721,M,46-50,18,A,4+,1,17,,,3410
1000418,P608628,F,46-50,3,A,2,1,4,,8.0,641
1000913,P345612,F,55+,12,B,2,0,14,,,12605
1000681,P578378,M,51-55,5,A,0,1,14,,5.0,16720
1000214,P588160,F,46-50,3,A,0,1,17,16.0,,16904
1000288,P700299,F,18-25,20,A,1,0,13,,8.0,1347
1000543,P401168,F,26-35,9,A,1,0,7,6.0,,1076
1000299,P620454,F,26-35,5,A,4+,1,4,15.0,,5677
1000444,P522294,M,46-50,5,C,0,0,3,,14.0,16891
1000844,P780794,F,46-50,1,B,2,1,7,18.0,,16208
1000884,P948933,M,51-55,3,A,0,0,19,,,9123
1000747,P353557,M,18-25,9,C,4+,1,18,13.0,,3488
1000283,P407072,M,0-17,1,A,2,0,19,,12.0,1411
1000015,P212676,M,18-25,14,A,1,0,12,10.0,12.0,17717
1000691,P698532,M,51-55,10,B,1,0,13,,18.0,16505
1000277,P522248,M,51-55,8,B,0,1,13,,10.0,1704
1000860,P988109,F,36-45,12,C,1,0,12,,,4968
1000105,P573494,F,36-45,2,B,4+,1,11,20.0,,3210
1000517,P670414,M,26-35,8,A,4+,1,4,4.0,,11371
1000807,P631998,F,55+,13,B,4+,1,2,13.0,,14761
1000895,P958367,F,36-45,14,C,2,1,18,19.0,,11680
1000287,P524191,M,46-50,20,B,2,1,6,,3.0,19523
1000298,P544317,F,36-45,13,A,4+,1,12,14.0,13.0,13549
1000528,P408630,M,46-50,4,C,3,1,13,,,9323
1000042,P998501,F,51-55,10,C,2,0,9,1.0,4.0,4823
1000995,P399123,F,51-55,9,B,1,1,11,,,19915
1000218,P568349,M,55+,4,C,4+,0,13,,7.0,19692
1000518,P825546,M,55+,13,A,2,0,14,12.0,4.0,18129
1000937,P583704,F,55+,14,B,4+,1,11,,15.0,18870
1000360,P807841,M,0-17,18,A,0,0,3,,18.0,13238
1000196,P660136,M,18-25,12,B,3,1,17,,,8317
1000858,P475905,M,46-50,9,C,1,0,3,,,15657
1000900,P951443,F,46-50,13,A,1,1,20,,1.0,15801
1000155,P298195,M,55+,9,A,0,1,1,10.0,17.0,3296
1000843,P165470,M,36-45,3,B,3,0,12,15.0,,9913
1000025,P882763,M,51-55,6,A,0,0,7,,14.0,8215
1000152,P534743,M,0-17,17,B,3,1,6,10.0,,6495
1000977,P673861,M,26-35,3,B,0,0,12,,13.0,16135
1000600,P256090,F,0-17,17,B,4+,0,16,9.0,,10371
1000631,P196603,M,55+,11,B,2,1,2,,,1870
1000401,P223379,M,46-50,5,A,4+,1,12,17.0,6.0,17409
1000750,P509487,M,26-35,4,C,3,1,4,7.0,15.0,6217
1000767,P736168,M,26-35,16,C,3,0,8,12.0,,16212
1000728,P876572,M,46-50,11,B,2,0,4,17.0,16.0,17117
1000697,P430324,M,26-35,17,A,2,1,20,10.0,10.0,11399
1000833,P803863,F,36-45,5,B,2,1,7,2.0,,16191
1000913,P426506,M,36-45,11,A,0,0,18,11.0,,18906
1000248,P585961,M,36-45,12,A,2,1,18,10.0,,13254
1000682,P277661,F,0-17,3,C,3,1,10,17.0,1.0,8465
1000685,P448263,F,51-55,11,A,1,0,15,18.0,4.0,19138
1000595,P640867,F,18-25,9,A,4+,1,5,,11.0,12802
1000294,P818968,M,0-17,9,B,0,1,3,13.0,7.0,17574
1000587,P944324,M,26-35,12,C,1,0,16,17.0,,1950
1000207,P142746,F,55+,4,A,1,1,20,14.0,,4734
1000924,P640874,M,55+,2,B,2,0,12,,2.0,10122
1000549,P687711,F,36-45,6,A,1,0,3,,,9621
1000198,P794034,F,55+,17,A,4+,1,20,7.0,16.0,5555
1000366,P307365,M,18-25,9,B,4+,1,6,4.0,,16520
1000800,P810900,F,55+,10,B,1,1,15,,,9062
1000954,P488364,M,46-50,6,A,2,1,18,8.0,11.0,4371
1000091,P544449,F,46-50,0,C,0,0,8,20.0,,11513
1000068,P460954,M,0-17,13,B,0,1,11,2.0,,15482
1000220,P252752,M,51-55,19,C,3,1,10,10.0,,14040
1000236,P627535,M,26-35,17,A,1,0,8,,,5812
1000070,P251344,F,0-17,20,A,0,1,19,,20.0,2560
1000857,P743867,M,55+,19,C,2,0,1,,2.0,18197
1000738,P973635,M,51-55,1,A,4+,1,5,,,9060
1000268,P874579,M,0-17,8,A,1,1,10,12.0,,11691
1000998,P538814,F,46-50,8,C,2,0,5,8.0,18.0,10829
1000428,P547859,M,55+,9,A,1,0,13,,,6273
1000438,P710300,M,18-25,12,C,4+,0,9,1.0,,7934
1000119,P462210,F,26-35,8,B,4+,1,17,,13.0,9692
1000462,P580100,F,51-55,4,A,1,1,18,1.0,12.0,4231
1000735,P570966,M,18-25,19,B,0,0,1,,,5664
1000810,P490908,F,46-50,17,A,4+,0,15,,,10872
1000422,P145802,F,46-50,13,B,2,0,11,,,14316
1000431,P107860,F,55+,17,B,4+,0,20,,,11517
1000796,P875332,F,26-35,19,A,4+,1,13,,,13868
1000759,P682472,F,0-17,4,B,1,0,18,,,8103
1000037,P806143,M,51-55,17,C,0,1,9,8.0,8.0,13410
1000619,P104111,M,0-17,6,C,3,1,1,,20.0,7759
1000690,P650840,M,26-35,5,C,2,1,10,,6.0,12333
1000069,P646119,F,36-45,11,B,1,0,12,20.0,,1923
1000450,P534351,M,46-50,15,C,4+,0,14,1.0,,6325
1000584,P595737,F,36-45,1,A,3,1,20,14.0,,14016
1000317,P239172,F,55+,20,A,0,0,7,2.0,9.0,11922
1000358,P389068,F,0-17,20,B,3,1,10,11.0,,7652
1000002,P258162,M,0-17,0,B,0,1,2,,18.0,1465
1000582,P239766,M,0-17,12,C,0,1,12,19.0,3.0,3562
1000979,P359812,M,18-25,3,B,4+,1,14,9.0,2.0,18707
1000420,P643552,F,36-45,16,B,2,0,12,11.0,20.0,8249
1000239,P732774,F,55+,8,C,1,1,18,9.0,,3657
1000184,P486304,F,26-35,11,B,2,0,8,,17.0,19899
1000460,P345117,F,26-35,19,B,0,1,19,13.0,8.0,7321
1000632,P914852,M,36-45,11,A,4+,1,7,,12.0,9106
1000536,P167676,M,18-25,7,A,1,0,4,4.0,3.0,8196
1000802,P530683,F,26-35,17,C,3,0,9,,,6285
1000974,P719649,M,0-17,17,A,4+,0,4,3.0,,7589
1000169,P145106,F,46-50,11,A,4+,0,6,1.0,,16331
1000419,P434119,F,55+,3,A,0,0,5,,4.0,3095
1000648,P938421,M,36-45,8,A,0,1,10,16.0,,556
1000906,P509427,M,36-45,16,C,3,0,16,13.0,,3290
1000338,P952147,M,55+,18,B,2,0,13,,,8365
1000545,P555411,M,51-55,4,A,0,0,17,12.0,5.0,18658
1000032,P525844,F,26-35,16,A,3,1,16,14.0,,2722
1000331,P785513,F,46-50,17,C,1,1,10,,,13977
1000238,P302575,F,46-50,15,B,4+,0,7,3.0,,17693
1000398,P579383,M,55+,3,B,4+,1,7,4.0,16.0,16035
1000138,P605570,M,46-50,17,B,3,1,10,6.0,,9804
1000932,P874878,F,26-35,12,C,4+,0,1,,,9996
1000271,P861020,M,0-17,7,C,3,0,6,,,6012
1000186,P844557,M,51-55,9,A,2,0,12,8.0,6.0,5543
1000863,P211902,F,18-25,11,B,1,1,14,,16.0,19971
1000698,P886521,M,51-55,6,C,3,0,5,,11.0,6773
1000323,P753559,M,0-17,11,C,3,0,17,,12.0,14837
1000426,P670993,F,46-50,17,A,3,0,14,2.0,6.0,19528
1000005,P100968,F,18-25,17,A,2,0,6,16.0,,18289
1000122,P502544,F,0-17,19,A,0,0,18,13.0,4.0,8780
1000077,P829087,M,26-35,5,C,4+,1,19,,13.0,18201
1000314,P295227,M,55+,10,B,3,1,12,6.0,13.0,9569
1000539,P619532,M,55+,6,B,4+,0,16,16.0,18.0,13931
1000698,P422084,F,46-50,7,B,4+,1,17,,,2949
1000383,P845298,M,46-50,12,A,2,0,9,16.0,,15456
1000656,P611194,F,51-55,8,B,3,0,12,,17.0,12315
1000715,P417967,M,46-50,13,B,3,1,2,2.0,9.0,15527
1000643,P874795,M,55+,9,A,0,1,20,,,3836
1000339,P380291,F,46-50,0,A,2,0,14,,3.0,19231
1000065,P722971,F,36-45,8,A,1,1,15,13.0,18.0,5032
1000523,P343370,F,26-35,2,C,2,0,13,2.0,20.0,14130
1000917,P417193,F,51-55,1,B,2,1,4,20.0,,12432
1000666,P837904,M,51-55,14,A,0,0,1,13.0,9.0,5314
1000388,P449096,F,55+,1,B,0,1,13,,4.0,15766
1000474,P337403,F,55+,11,A,3,0,13,,,18437
1000546,P927106,M,18-25,10,C,4+,1,5,,3.0,14273
1000244,P649317,M,0-17,1,A,0,0,12,5.0,2.0,3786
1000903,P987946,M,55+,8,A,4+,1,7,5.0,4.0,7867
1000873,P265836,F,26-35,12,A,0,0,4,,,10682
1000670,P817488,F,36-45,20,C,2,0,11,20.0,,18536
1000683,P257918,M,0-17,14,B,0,0,6,,12.0,6497
1000825,P149150,M,51-55,5,A,1,1,20,17.0,,17423
1000655,P623940,M,55+,15,A,4+,0,8,4.0,8.0,6886
1000731,P357752,F,18-25,19,A,2,1,5,,15.0,13139
1000245,P426228,F,26-35,4,C,1,0,8,,,4028
1000807,P741144,M,46-50,14,B,3,1,11,,,13830
1000607,P650952,M,51-55,17,B,4+,0,15,,,6449
1000077,P601374,M,0-17,18,C,3,1,17,18.0,,19298
1000839,P991561,F,26-35,15,B,3,1,18,,11.0,18166
1000344,P795460,F,55+,17,B,4+,0,12,13.0,,13475
1000730,P284486,M,51-55,18,C,2,0,14,,,6956
1000237,P960463,M,36-45,12,C,2,0,16,,18.0,9042
1000272,P184345,M,0-17,16,B,3,0,12,,4.0,4338
1000037,P379210,F,46-50,2,C,4+,0,14,,,12033
1000670,P346305,F,26-35,11,A,1,0,10,17.0,14.0,14159
1000708,P316586,M,36-45,16,C,3,1,15,15.0,15.0,8582
1000498,P940344,F,55+,1,A,2,0,6,15.0,11.0,12552
1000496,P867562,M,36-45,4,B,2,1,1,20.0,8.0,5010
1000615,P108325,F,0-17,9,B,0,0,19,,10.0,15446
1000366,P190396,M,46-50,13,C,3,1,14,18.0,19.0,6858
1000608,P360760,M,46-50,10,C,0,1,19,,,12597
1000061,P551600,F,26-35,5,A,3,1,15,,,4207
1000841,P710505,F,18-25,16,B,0,1,7,19.0,13.0,12807
1000316,P175762,M,51-55,13,B,4+,1,10,14.0,,8170
1000851,P294886,F,26-35,2,A,1,0,3,6.0,8.0,18579
1000503,P391729,F,18-25,8,B,2,0,19,,13.0,19960
1000237,P791747,F,36-45,19,B,0,0,10,19.0,,6750
1000706,P994288,M,18-25,1,B,2,0,16,17.0,,14112
1000515,P353203,M,46-50,7,A,2,1,4,,2.0,5336
1000295,P696760,F,55+,15,C,1,0,13,,20.0,10179
1000842,P553927,F,26-35,7,A,3,0,7,12.0,3.0,5031
1000124,P297729,M,0-17,12,B,1,0,3,,,5694
1000197,P633131,F,51-55,16,B,2,0,2,,,4743
1000704,P806860,F,51-55,5,A,1,0,8,,,7014
1000859,P675994,F,46-50,2,A,4+,0,13,13.0,,17123
1000814,P853118,F,55+,16,C,1,1,3,4.0,6.0,6928
1000301,P683694,M,0-17,7,A,4+,0,20,,3.0,18070
1000086,P694227,F,55+,5,C,4+,1,13,13.0,18.0,14650
1000711,P419243,F,0-17,7,C,4+,0,2,,,19330
1000353,P833855,M,51-55,10,C,4+,1,17,,18.0,18037
1000451,P505128,F,0-17,18,B,4+,1,15,,,15958
1000991,P669038,M,36-45,18,B,2,0,14,5.0,,8827
1000098,P453798,M,26-35,13,C,4+,1,15,9.0,,19054
1000379,P673259,F,0-17,0,A,4+,0,14,,3.0,12552
1000787,P291060,M,18-25,9,A,3,0,19,,,16547
1000328,P773133,F,18-25,11,A,4+,0,4,9.0,15.0,5311
1000778,P336898,M,36-45,9,A,1,1,8,,,18465
1000923,P330051,F,55+,12,C,3,1,19,,3.0,7566
1000105,P948069,F,55+,5,B,2,0,13,,12.0,8573
1000234,P608891,M,36-45,6,C,4+,1,20,9.0,,13281
1000905,P340989,M,0-17,4,A,1,0,14,12.0,,2361
1000066,P429156,M,51-55,9,A,3,1,1,,,2944
1000282,P400771,M,0-17,12,A,2,1,10,1.0,4.0,16563
1000517,P948682,F,0-17,15,B,1,0,20,18.0,,5634
1000681,P134183,F,18-25,5,C,4+,0,6,8.0,,8912
1000426,P279698,F,46-50,13,C,4+,0,6,9.0,2.0,4505
1000932,P487322,F,55+,16,B,2,1,2,,20.0,13096
1000244,P497361,M,0-17,20,A,0,0,3,,,15881
1000427,P351546,F,26-35,12,B,2,0,1,,11.0,14246
1000718,P812511,M,51-55,12,C,3,1,8,,,12117
1000644,P188001,F,26-35,14,B,1,1,13,,3.0,8572
1000290,P592877,M,51-55,3,C,2,1,14,,,11191
1000674,P192880,M,51-55,16,B,2,1,19,,20.0,2921
1000837,P172208,F,26-35,7,A,3,0,15,5.0,2.0,9279
1000032,P455823,F,55+,7,A,3,0,19,10.0,,11679
1000133,P939430,F,46-50,11,A,1,0,4,3.0,13.0,18877
1000107,P409460,M,36-45,2,C,0,1,5,,,17161
1000964,P266955,M,0-17,14,A,2,0,20,,,17590
1000408,P691423,M,26-35,7,C,2,1,5,14.0,,8507
1000269,P882806,F,46-50,6,C,1,0,15,,,14387
1000664,P129676,F,46-50,20,C,4+,1,6,11.0,,12946
1000042,P126155,M,36-45,19,B,3,0,19,,2.0,15046
1000513,P995558,M,0-17,16,B,2,1,5,,2.0,950
1000570,P643733,F,36-45,11,C,3,1,19,,,6306
1000763,P591190,M,18-25,16,B,1,0,1,,,2460
1000636,P387980,F,51-55,13,C,2,0,2,,,15234
1000433,P317191,M,18-25,13,B,3,0,1,,5.0,4425
1000698,P622936,M,51-55,7,A,3,0,2,,10.0,7930
1000219,P869921,F,36-45,3,C,1,0,18,9.0,18.0,684
1000667,P356184,F,51-55,13,C,4+,1,1,,20.0,5030
1000679,P332469,M,36-45,9,A,4+,1,11,10.0,,17998
1000520,P786681,F,36-45,2,C,0,0,11,,7.0,8909
1000497,P586661,M,46-50,1,A,2,1,6,,,9043
1000670,P588738,F,46-50,14,C,3,1,12,9.0,,13937
1000098,P701683,M,26-35,19,A,0,1,14,,20.0,12509
1000737,P604785,M,26-35,17,B,4+,0,1,,,9815
1000310,P940684,M,0-17,11,A,0,1,6,,,9285
1000572,P584854,M,55+,16,B,3,0,15,11.0,,18312
1000637,P428885,F,55+,11,A,4+,0,11,4.0,,4875
1000038,P972557,M,18-25,19,C,1,0,1,16.0,2.0,1725
1000539,P998306,M,18-25,18,C,2,1,6,5.0,,8791
1000486,P970062,M,0-17,16,C,3,0,10,,,13773
1000926,P683935,M,51-55,17,A,3,0,13,,,6811
1000549,P783371,M,51-55,15,C,3,0,7,10.0,,9634
1000953,P200222,F,26-35,1,B,2,1,5,,,7319
1000328,P239432,F,36-45,9,A,2,0,17,7.0,5.0,1428
1000527,P949024,F,36-45,17,C,2,0,15,10.0,19.0,6945
1000081,P814448,M,55+,13,C,0,0,15,6.0,,19141
1000327,P246184,M,18-25,1,A,2,1,6,,,4987
1000262,P546617,M,55+,12,A,1,1,5,,5.0,8416
1000554,P416341,M,18-25,1,C,0,1,6,16.0,,3213
1000253,P133791,F,0-17,17,A,4+,1,19,,16.0,4311
1000678,P724515,M,26-35,18,A,0,1,9,10.0,7.0,19989
1000687,P887448,F,26-35,20,C,0,1,19,16.0,,16236
1000431,P592458,M,55+,8,C,0,0,17,10.0,2.0,19918
1000476,P451111,M,0-17,13,C,4+,0,6,,3.0,8045
1000501,P605339,M,36-45,20,B,0,0,6,8.0,7.0,14204
1000932,P776006,F,55+,0,A,4+,1,4,9.0,,10949
1000528,P171818,M,18-25,16,A,3,0,17,,5.0,15370
1000439,P756131,M,51-55,9,B,4+,1,14,,,4364
1000290,P501591,M,55+,11,A,1,0,1,,,7744
1000174,P932256,M,46-50,18,A,3,0,12,9.0,1.0,15063
1000583,P546238,F,36-45,0,A,1,1,18,,10.0,19007
1000509,P180423,M,18-25,2,B,3,1,10,6.0,13.0,18848
1000322,P956413,M,36-45,9,C,3,0,13,,1.0,2787
1000595,P708279,M,26-35,5,C,3,0,13,18.0,2.0,11384
1000071,P719775,F,51-55,8,B,3,1,4,,,853
1000221,P788451,F,46-50,20,B,4+,0,11,,8.0,17587
1000336,P766613,F,0-17,19,C,2,0,4,,4.0,19179
1000826,P379537,F,36-45,3,A,0,0,3,17.0,10.0,11769
1000669,P495423,F,55+,19,B,2,1,11,,5.0,8104
1000785,P623033,M,0-17,5,A,1,0,15,5.0,10.0,5600
1000396,P641594,M,0-17,10,B,0,1,12,,1.0,9321
1000714,P154198,F,0-17,19,C,0,1,11,6.0,13.0,17989
1000479,P181842,F,46-50,8,B,2,0,17,,,956
1000943,P685686,F,0-17,10,A,3,0,13,,,18069
1000202,P750888,M,36-45,3,A,3,0,9,,,16412
1000587,P212230,M,26-35,18,C,3,1,8,,12.0,11740
1000113,P307100,M,46-50,14,B,2,0,6,,11.0,6097
1000694,P853986,M,36-45,10,B,1,0,16,2.0,,18264
1000521,P654442,M,55+,2,C,2,1,13,,,708
1000362,P922537,M,26-35,20,B,4+,1,5,8.0,,10389
1000852,P315247,M,36-45,0,C,2,1,17,,,6238
1000721,P404820,F,51-55,5,A,1,1,12,,,6528
1000449,P640330,M,0-17,2,A,4+,1,12,,,18135
1000140,P100495,F,46-50,11,A,1,0,10,,,6789
1000118,P939654,F,46-50,15,B,2,0,10,,17.0,8188
1000103,P672940,M,55+,20,C,3,1,16,,16.0,19899
1000447,P313465,F,55+,4,A,3,1,18,,,15084
1000862,P107775,F,46-50,9,C,0,1,19,1.0,,3217
1000582,P381485,F,51-55,0,B,1,0,16,,7.0,10624
1000481,P113642,M,51-55,14,B,4+,1,9,11.0,8.0,5326
1000399,P124988,M,18-25,8,A,4+,0,19,9.0,,7569
1000752,P104735,F,26-35,17,A,1,1,19,12.0,,16842
1000987,P595588,F,36-45,7,A,2,0,17,,11.0,14188
1000946,P619646,M,26-35,13,A,3,0,17,4.0,,9785
1000127,P251676,F,55+,13,A,1,1,2,16.0,4.0,12528
1000335,P500869,F,26-35,0,C,0,1,16,20.0,,17620
1000367,P942878,M,46-50,0,B,1,1,16,,,9400
1000285,P758994,F,51-55,18,B,0,1,18,7.0,,4672
1000731,P702746,F,46-50,19,A,1,0,14,1.0,18.0,12585
1000042,P179590,M,46-50,0,C,0,0,12,14.0,9.0,14080
1000080,P994512,M,26-35,4,B,3,0,19,5.0,2.0,3161
1000870,P225527,F,18-25,1,C,0,1,16,,12.0,1067
1000788,P281148,M,55+,14,B,3,0,18,,10.0,3422
1000160,P994406,F,18-25,4,A,3,1,3,5.0,12.0,16397
1000179,P600705,F,46-50,1,B,4+,1,20,3.0,,17340
1000160,P408596,M,36-45,15,A,1,1,5,,,1643
1000728,P238918,F,0-17,1,A,0,1,13,16.0,,3204
1000407,P564153,M,51-55,14,B,1,0,5,,9.0,4738
1000290,P833832,M,18-25,12,A,1,1,2,,,4567
1000903,P464353,M,51-55,15,C,0,0,8,,,4301
1000758,P890280,M,46-50,3,A,1,1,10,,,8441
1000204,P597075,F,26-35,15,B,2,1,11,,,7004
1000931,P559477,M,55+,18,B,3,1,17,,,3597
1000260,P917111,F,51-55,10,C,0,1,17,,2.0,8996
1000370,P816124,M,26-35,20,B,1,0,19,16.0,,7076
1000709,P968900,F,26-35,13,A,3,0,6,13.0,,6887
1000843,P357280,F,26-35,4,A,2,0,19,,,14019
1000189,P676530,F,55+,6,A,2,0,9,,,1305
1000437,P492260,F,55+,2,A,3,1,4,6.0,,9477
1000495,P211294,F,18-25,5,B,1,0,18,,,16454
1000515,P267451,F,18-25,6,C,0,0,20,11.0,,12225
1000503,P612362,F,55+,12,C,1,0,8,5.0,,4320
1000105,P833071,M,36-45,0,A,4+,1,12,,11.0,17744
1000864,P543149,M,51-55,7,B,0,0,13,,,11804
1000074,P741540,F,46-50,0,B,1,1,5,17.0,,9745
1000394,P195346,M,18-25,1,C,2,0,7,,,16340
1000503,P502039,F,46-50,17,A,3,1,8,,13.0,12859
1000662,P419053,M,55+,16,A,1,1,19,,,18473
1000929,P723355,M,36-45,14,B,2,0,7,20.0,8.0,1989
1000424,P780605,F,18-25,18,A,1,0,8,10.0,,12988
1000814,P430576,F,18-25,9,A,3,0,17,,,15908
1000612,P888663,F,46-50,17,B,3,1,9,6.0,,17751
1000221,P363674,F,51-55,3,B,4+,1,3,,,8366
1000463,P787975,F,18-25,3,B,4+,0,17,5.0,20.0,13954
1000340,P406151,F,0-17,20,B,0,0,6,6.0,,9572
1000139,P355290,M,36-45,15,A,3,1,3,7.0,17.0,602
1000587,P476985,F,26-35,8,A,4+,0,1,,17.0,1535
1000881,P550881,F,46-50,10,B,0,1,20,,,4419
1000029,P735227,F,0-17,2,C,2,1,10,,14.0,10471
1000001,P445552,M,46-50,9,C,4+,0,15,10.0,,10439
1000258,P774717,F,46-50,1,A,4+,0,5,4.0,,10304
1000656,P887673,F,26-35,13,B,1,0,13,18.0,,11980
1000561,P798914,F,18-25,7,B,1,0,3,,13.0,10741
1000455,P565164,M,36-45,11,B,4+,1,1,,,708
1000707,P228797,F,51-55,4,C,3,0,20,11.0,,4032
1000609,P525745,F,26-35,15,B,2,0,7,11.0,,7151
1000148,P428413,M,18-25,16,B,0,1,1,16.0,,3265
1000132,P779563,M,55+,11,B,4+,0,2,7.0,9.0,7842
1000084,P937204,F,55+,10,C,2,0,19,10.0,14.0,11294
1000750,P523281,F,0-17,3,B,1,0,3,,14.0,3968
1000044,P773986,M,51-55,19,B,4+,1,1,,18.0,796
1000565,P697505,F,26-35,15,A,4+,1,10,14.0,,7861
1000638,P116278,F,18-25,14,A,0,0,14,,16.0,13564
1000123,P133564,F,26-35,20,B,1,0,16,14.0,,3111
1000457,P261260,F,55+,16,B,2,0,1,14.0,9.0,9950
1000532,P751292,F,18-25,8,A,2,1,5,16.0,,11721
1000230,P866855,F,26-35,8,B,2,0,11,,3.0,17686
1000411,P165199,F,26-35,20,B,1,1,2,,11.0,8160
1000963,P509268,M,36-45,18,A,0,1,15,1.0,,6677
1000573,P206567,F,0-17,14,A,1,1,9,12.0,,9658
